id,release_date,movie,production_budget,domestic_gross,worldwide_gross
90,27-Sep-02,Wasabi,"$15,300,000 ","$81,525 ","$7,000,000 "
91,31-Mar-06,Slither,"$15,250,000 ","$7,802,450 ","$12,930,343 "
92,16-Nov-90,Home Alone,"$15,000,000 ","$285,761,243 ","$476,684,675 "
93,5-Dec-84,Beverly Hills Cop,"$15,000,000 ","$234,760,478 ","$316,300,000 "
94,16-May-86,Top Gun,"$15,000,000 ","$179,800,601 ","$356,799,634 "
95,17-Dec-82,Tootsie,"$15,000,000 ","$177,200,000 ","$177,200,000 "
96,25-Nov-87,3 Men and a Baby,"$15,000,000 ","$167,780,960 ","$167,780,960 "
97,26-Nov-10,The Kingâs Speech,"$15,000,000 ","$138,797,449 ","$430,821,168 "
98,15-Sep-99,American Beauty,"$15,000,000 ","$130,058,047 ","$356,258,047 "
99,8-Dec-00,"Crouching Tiger, Hidden Dragon","$15,000,000 ","$128,067,808 ","$213,514,672 "
100,9-Dec-88,Twins,"$15,000,000 ","$111,936,388 ","$216,600,000 "
1,20-Dec-96,Scream,"$15,000,000 ","$103,046,663 ","$173,046,663 "
2,11-Aug-17,Annabelle: Creation,"$15,000,000 ","$102,092,201 ","$305,384,865 "
3,25-Oct-13,Jackass Presents: Bad Grandpa,"$15,000,000 ","$102,003,019 ","$160,903,019 "
4,28-Jun-78,Heaven Can Wait,"$15,000,000 ","$98,800,000 ","$98,800,000 "
5,18-Dec-85,The Color Purple,"$15,000,000 ","$93,589,701 ","$93,589,701 "
6,28-Nov-14,The Imitation Game,"$15,000,000 ","$91,125,143 ","$227,740,463 "
7,30-Mar-88,Beetlejuice,"$15,000,000 ","$73,839,613 ","$73,887,546 "
8,18-Nov-59,Ben-Hur,"$15,000,000 ","$73,000,000 ","$73,259,017 "
9,18-Jan-13,Mama,"$15,000,000 ","$71,628,180 ","$148,095,566 "
10,10-Oct-80,Private Benjamin,"$15,000,000 ","$69,847,348 ","$69,847,348 "
11,7-Mar-80,Coal Miner's Daughter,"$15,000,000 ","$67,182,787 ","$67,182,787 "
12,6-Mar-87,Lethal Weapon,"$15,000,000 ","$65,192,350 ","$120,192,350 "
13,19-Mar-10,Diary of a Wimpy Kid,"$15,000,000 ","$64,003,625 ","$76,954,311 "
14,29-Jul-83,National Lampoonâs Vacation,"$15,000,000 ","$61,400,000 ","$61,400,000 "
15,31-Aug-07,Halloween,"$15,000,000 ","$58,269,151 ","$77,514,401 "
16,30-Sep-06,The Queen,"$15,000,000 ","$56,441,711 ","$128,885,873 "
17,12-Oct-07,Why Did I Get Married?,"$15,000,000 ","$55,204,525 ","$55,934,178 "
18,3-Feb-12,The Woman in Black,"$15,000,000 ","$54,333,290 ","$128,955,898 "
19,21-Dec-94,Little Women,"$15,000,000 ","$50,003,303 ","$50,003,303 "
20,1-Jan-79,The Deer Hunter,"$15,000,000 ","$50,000,000 ","$50,009,253 "
21,10-Aug-18,BlacKkKlansman,"$15,000,000 ","$49,275,340 ","$93,017,335 "
22,3-Feb-06,When a Stranger Calls,"$15,000,000 ","$47,860,214 ","$67,215,435 "
23,8-Feb-02,Big Fat Liar,"$15,000,000 ","$47,811,275 ","$52,461,017 "
24,15-Aug-97,Cop Land,"$15,000,000 ","$44,906,632 ","$63,706,632 "
25,25-Dec-97,Wag the Dog,"$15,000,000 ","$43,057,470 ","$64,252,038 "
26,22-Feb-13,Snitch,"$15,000,000 ","$42,930,462 ","$57,907,734 "
27,2-May-03,The Lizzie McGuire Movie,"$15,000,000 ","$42,734,455 ","$55,534,455 "
28,4-Dec-15,Krampus,"$15,000,000 ","$42,725,475 ","$61,788,393 "
29,21-Sep-12,End of Watch,"$15,000,000 ","$41,003,371 ","$57,586,606 "
30,25-Dec-98,The Faculty,"$15,000,000 ","$40,283,321 ","$40,283,321 "
31,9-Jun-93,What's Love Got to Do With It,"$15,000,000 ","$39,100,956 ","$39,100,956 "
32,14-Dec-01,Not Another Teen Movie,"$15,000,000 ","$37,882,551 ","$62,401,343 "
33,3-Dec-14,Wild,"$15,000,000 ","$37,880,356 ","$52,460,543 "
34,16-Dec-62,Lawrence of Arabia,"$15,000,000 ","$37,495,385 ","$69,995,385 "
35,7-Nov-14,The Theory of Everything,"$15,000,000 ","$35,893,537 ","$123,327,692 "
36,16-Sep-11,Drive,"$15,000,000 ","$35,060,689 ","$81,357,930 "
37,31-Mar-00,The Skulls,"$15,000,000 ","$35,007,180 ","$35,007,180 "
38,10-Oct-66,Hawaii,"$15,000,000 ","$34,562,222 ","$34,562,222 "
39,23-Nov-18,The Favourite,"$15,000,000 ","$34,366,783 ","$94,113,929 "
40,18-Apr-03,Malibu's Most Wanted,"$15,000,000 ","$34,308,901 ","$34,499,204 "
41,4-Sep-09,All About Steve,"$15,000,000 ","$33,862,903 ","$40,127,259 "
42,28-Apr-00,Where the Heart Is,"$15,000,000 ","$33,771,174 ","$40,862,054 "
43,28-Aug-09,Halloween 2,"$15,000,000 ","$33,392,973 ","$38,512,850 "
44,13-Mar-09,The Last House on the Left,"$15,000,000 ","$32,752,215 ","$46,526,243 "
45,18-Feb-05,Because of Winn-Dixie,"$15,000,000 ","$32,647,042 ","$33,508,485 "
46,4-Feb-05,The Wedding Date,"$15,000,000 ","$31,726,995 ","$47,175,038 "
47,25-Sep-87,The Princess Bride,"$15,000,000 ","$30,857,000 ","$30,859,628 "
48,12-Jul-02,Halloween: Resurrection,"$15,000,000 ","$30,259,652 ","$37,659,652 "
49,25-Dec-07,The Great Debaters,"$15,000,000 ","$30,226,144 ","$30,261,293 "
50,22-Aug-14,When the Game Stands Tall,"$15,000,000 ","$30,127,963 ","$30,138,912 "
51,12-Jun-81,Clash of the Titans,"$15,000,000 ","$30,000,000 ","$44,400,000 "
52,20-Feb-04,Confessions of a Teenage Drama Queen,"$15,000,000 ","$29,331,068 ","$33,118,854 "
53,17-Apr-98,The Object of my Affection,"$15,000,000 ","$29,145,924 ","$29,145,924 "
54,11-May-07,28 Weeks Later,"$15,000,000 ","$28,638,916 ","$64,232,714 "
55,11-Apr-97,Grosse Pointe Blank,"$15,000,000 ","$28,084,357 ","$31,070,412 "
56,21-Apr-00,Love and Basketball,"$15,000,000 ","$27,441,122 ","$27,709,625 "
57,8-Sep-17,Home Again,"$15,000,000 ","$27,020,284 ","$37,336,874 "
58,27-Oct-00,Book of Shadows: Blair Witch 2,"$15,000,000 ","$26,421,314 ","$47,721,314 "
59,10-Oct-97,Boogie Nights,"$15,000,000 ","$26,410,771 ","$43,111,725 "
60,23-Jul-10,Ramona and Beezus,"$15,000,000 ","$26,167,002 ","$27,469,621 "
61,27-Aug-14,The November Man,"$15,000,000 ","$25,018,119 ","$34,820,335 "
62,3-May-96,The Craft,"$15,000,000 ","$24,769,466 ","$55,669,466 "
63,28-Dec-05,Match Point,"$15,000,000 ","$23,089,926 ","$87,973,835 "
64,5-Nov-93,The Remains of the Day,"$15,000,000 ","$22,954,968 ","$63,954,968 "
65,15-Jan-93,Nowhere to Run,"$15,000,000 ","$22,189,039 ","$52,189,039 "
66,22-Sep-00,Urban Legends: Final Cut,"$15,000,000 ","$21,468,807 ","$38,574,362 "
67,29-Mar-13,The Place Beyond the Pines,"$15,000,000 ","$21,403,519 ","$47,011,449 "
68,20-Oct-06,Flicka,"$15,000,000 ","$21,000,147 ","$21,896,367 "
69,23-Mar-07,The Hills Have Eyes II,"$15,000,000 ","$20,804,166 ","$37,466,538 "
70,29-Apr-16,Keanu,"$15,000,000 ","$20,591,853 ","$20,688,141 "
71,22-Dec-10,Country Strong,"$15,000,000 ","$20,218,921 ","$20,601,987 "
72,11-Oct-02,Tuck Everlasting,"$15,000,000 ","$19,161,999 ","$19,344,615 "
73,13-Oct-06,The Marine,"$15,000,000 ","$18,844,784 ","$22,165,608 "
74,24-Jul-98,Disturbing Behavior,"$15,000,000 ","$17,507,368 ","$19,014,238 "
75,6-Mar-98,The Big Lebowski,"$15,000,000 ","$17,498,804 ","$46,189,568 "
76,25-Jul-14,A Most Wanted Man,"$15,000,000 ","$17,237,855 ","$36,068,890 "
77,26-Jun-09,The Hurt Locker,"$15,000,000 ","$17,017,811 ","$49,894,223 "
78,28-Jan-00,Eye of the Beholder,"$15,000,000 ","$16,500,786 ","$18,260,865 "
79,2-Nov-12,The Man with the Iron Fists,"$15,000,000 ","$15,634,090 ","$22,018,988 "
80,11-May-84,Firestarter,"$15,000,000 ","$15,136,870 ","$15,136,870 "
81,1-Feb-19,Miss Bala,"$15,000,000 ","$14,998,027 ","$15,362,298 "
82,30-Nov-12,Killing Them Softly,"$15,000,000 ","$14,945,541 ","$39,238,443 "
83,20-Apr-01,Freddy Got Fingered,"$15,000,000 ","$14,249,005 ","$14,249,005 "
84,19-Aug-11,One Day,"$15,000,000 ","$13,843,771 ","$59,168,692 "
85,25-Jun-04,De-Lovely,"$15,000,000 ","$13,337,299 ","$18,524,496 "
86,2-Oct-09,Whip It,"$15,000,000 ","$13,077,184 ","$18,889,972 "
87,11-Jan-08,The Pirates Who Don't Do Anything: A VeggieTales Movie,"$15,000,000 ","$12,981,269 ","$13,248,444 "
88,23-Jan-08,U2 3D,"$15,000,000 ","$12,898,847 ","$26,170,402 "
89,1-Sep-00,Highlander: Endgame,"$15,000,000 ","$12,801,190 ","$12,801,190 "
90,20-Jan-17,The Founder,"$15,000,000 ","$12,786,053 ","$24,403,192 "
91,25-Aug-06,Idlewild,"$15,000,000 ","$12,669,914 ","$12,669,914 "
92,25-Apr-03,Confidence,"$15,000,000 ","$12,212,417 ","$12,212,417 "
93,11-Oct-02,Knockaround Guys,"$15,000,000 ","$11,660,180 ","$12,419,700 "
94,27-Aug-99,The Muse,"$15,000,000 ","$11,614,954 ","$11,614,954 "
95,3-Apr-98,Barney's Great Adventure,"$15,000,000 ","$11,156,471 ","$11,156,471 "
96,1-Mar-89,New York Stories,"$15,000,000 ","$10,763,469 ","$10,763,469 "
97,25-Nov-98,Home Fries,"$15,000,000 ","$10,513,979 ","$10,513,979 "
98,24-Mar-00,Here on Earth,"$15,000,000 ","$10,494,147 ","$10,845,127 "
99,8-Oct-04,Raise Your Voice,"$15,000,000 ","$10,411,980 ","$14,811,980 "
100,18-Dec-85,Brazil,"$15,000,000 ","$9,929,135 ","$9,932,146 "
1,23-Apr-93,The Dark Half,"$15,000,000 ","$9,579,068 ","$9,579,068 "
2,2-Mar-07,Black Snake Moan,"$15,000,000 ","$9,396,870 ","$10,951,153 "
3,21-Feb-03,Dark Blue,"$15,000,000 ","$9,237,470 ","$12,262,065 "
4,22-Jun-07,A Mighty Heart,"$15,000,000 ","$9,176,787 ","$19,153,568 "
5,30-Sep-83,Brainstorm,"$15,000,000 ","$8,921,050 ","$8,921,050 "
6,23-Sep-16,Queen of Katwe,"$15,000,000 ","$8,874,389 ","$10,055,481 "
7,24-Mar-00,Whatever it Takes,"$15,000,000 ","$8,735,529 ","$8,735,529 "
8,21-Mar-03,Boat Trip,"$15,000,000 ","$8,586,376 ","$14,933,713 "
9,22-May-02,The Importance of Being Earnest,"$15,000,000 ","$8,378,141 ","$8,378,141 "
10,21-May-99,The Love Letter,"$15,000,000 ","$8,322,608 ","$9,010,980 "
11,5-May-06,Hoot,"$15,000,000 ","$8,117,637 ","$8,224,998 "
12,8-Feb-08,In Bruges,"$15,000,000 ","$7,800,825 ","$34,533,783 "
13,4-Jan-13,Promised Land,"$15,000,000 ","$7,597,898 ","$12,394,562 "
14,8-Oct-01,Mulholland Drive,"$15,000,000 ","$7,219,578 ","$20,785,973 "
15,8-Jun-18,Hotel Artemis,"$15,000,000 ","$6,708,137 ","$12,758,799 "
16,20-Aug-08,The Rocker,"$15,000,000 ","$6,409,528 ","$8,767,338 "
17,21-Aug-09,Post Grad,"$15,000,000 ","$6,382,178 ","$6,563,402 "
18,19-Jun-09,Whatever Works,"$15,000,000 ","$5,306,706 ","$35,106,706 "
19,19-Jul-00,The In Crowd,"$15,000,000 ","$5,217,498 ","$5,217,498 "
20,14-Dec-05,Los tres entierros de Melquiades Estrada,"$15,000,000 ","$5,027,684 ","$13,454,474 "
21,24-Sep-99,Jakob the Liar,"$15,000,000 ","$4,956,401 ","$4,956,401 "
22,28-Sep-07,Se jie,"$15,000,000 ","$4,604,982 ","$65,167,430 "
23,21-Oct-05,"Kiss Kiss, Bang Bang","$15,000,000 ","$4,235,837 ","$16,829,464 "
24,30-Apr-99,Idle Hands,"$15,000,000 ","$4,023,741 ","$4,023,741 "
25,30-Oct-15,Scouts Guide to the Zombie Apocalypse,"$15,000,000 ","$3,703,046 ","$15,554,855 "
26,26-Jan-07,Blood and Chocolate,"$15,000,000 ","$3,526,588 ","$6,551,310 "
27,22-Sep-10,You Will Meet a Tall Dark Stranger,"$15,000,000 ","$3,247,816 ","$34,247,816 "
28,23-Oct-15,Rock the Kasbah,"$15,000,000 ","$3,020,665 ","$3,386,153 "
29,15-Sep-10,Never Let Me Go,"$15,000,000 ","$2,434,652 ","$11,173,718 "
30,9-Sep-16,The Disappointments Room,"$15,000,000 ","$2,423,467 ","$3,503,761 "
31,25-Dec-03,The Company,"$15,000,000 ","$2,281,585 ","$3,396,508 "
32,18-Jul-08,Transsiberian,"$15,000,000 ","$2,203,641 ","$6,379,575 "
33,22-Oct-99,Crazy in Alabama,"$15,000,000 ","$1,954,202 ","$1,954,202 "
34,17-Jan-86,The Clan of the Cave Bear,"$15,000,000 ","$1,953,732 ","$1,953,732 "
35,3-Feb-17,The Comedian,"$15,000,000 ","$1,658,706 ","$1,658,706 "
36,14-Mar-08,Funny Games,"$15,000,000 ","$1,294,640 ","$8,200,127 "
37,2-Jun-06,Banlieue 13,"$15,000,000 ","$1,200,216 ","$11,599,903 "
38,12-Nov-99,Felicia's Journey,"$15,000,000 ","$824,295 ","$1,970,268 "
39,25-Jan-02,Metropolis,"$15,000,000 ","$673,414 ","$1,405,032 "
40,16-Oct-15,CÃ¬kÃ¨ NiÃ¨ YinniÃ¡ng,"$15,000,000 ","$632,542 ","$11,279,884 "
41,1-Dec-95,Things to Do in Denver when You're Dead,"$15,000,000 ","$529,766 ","$529,766 "
42,26-Apr-13,The Reluctant Fundamentalist,"$15,000,000 ","$528,731 ","$528,731 "
43,6-Feb-04,The Return,"$15,000,000 ","$501,752 ","$5,953,886 "
44,25-Jul-03,Buffalo Soldiers,"$15,000,000 ","$353,743 ","$353,743 "
45,25-Apr-03,Steal (Canadian Release),"$15,000,000 ","$220,944 ","$220,944 "
46,27-Aug-10,Centurion,"$15,000,000 ","$123,570 ","$7,885,048 "
47,23-Oct-09,Ong-Bak 2,"$15,000,000 ","$102,458 ","$7,583,050 "
48,31-Dec-96,Silent Trigger,"$15,000,000 ","$76,382 ","$76,382 "
49,1-Aug-08,Midnight Meat Train,"$15,000,000 ","$73,548 ","$1,590,246 "
50,6-Sep-13,Winnie Mandela,"$15,000,000 ","$61,847 ","$61,847 "
51,4-Nov-11,The Son of No One,"$15,000,000 ","$30,680 ","$1,148,578 "
52,25-Oct-02,All the Queen's Men,"$15,000,000 ","$22,723 ","$22,723 "
53,5-Oct-07,The Good Night,"$15,000,000 ","$22,441 ","$22,441 "
54,6-Dec-13,Khumba,"$15,000,000 ",$0 ,"$20,898,221 "
55,5-May-15,A Few Best Men,"$15,000,000 ",$0 ,"$17,224,539 "
56,10-Oct-14,AutÃ³mata,"$15,000,000 ",$0 ,"$6,775,458 "
57,31-Dec-15,Chiamatemi Francesco - Il papa della gente,"$15,000,000 ",$0 ,"$3,925,769 "
58,31-Dec-08,Bathory,"$15,000,000 ",$0 ,"$3,436,763 "
59,5-Feb-10,San suk si gin,"$15,000,000 ",$0 ,"$2,013,340 "
60,31-Dec-05,Dungeons & Dragons: Wrath of the Dragon God,"$15,000,000 ",$0 ,"$909,822 "
61,17-Feb-17,In Dubious Battle,"$15,000,000 ",$0 ,"$214,182 "
62,1-Sep-15,Broken Horses,"$15,000,000 ",$0 ,"$3,471 "
63,29-Jun-01,Pandaemonium,"$15,000,000 ",$0 ,$0 
64,14-Aug-19,Blinded by the Light,"$15,000,000 ",$0 ,$0 
65,12-Feb-93,Groundhog Day,"$14,600,000 ","$70,906,973 ","$70,906,973 "
66,1-Jul-15,Magic Mike XXL,"$14,500,000 ","$66,013,057 ","$123,660,597 "
67,1-Nov-96,Romeo+Juliet,"$14,500,000 ","$46,338,728 ","$147,542,381 "
68,22-Jul-11,Elle s'appelait Sarah,"$14,500,000 ","$7,691,700 ","$25,480,031 "
69,5-Jun-15,Freedom,"$14,500,000 ",$0 ,"$872,757 "
70,7-Aug-92,Unforgiven,"$14,400,000 ","$101,157,447 ","$159,157,447 "
71,27-Jan-06,Manderlay,"$14,200,000 ","$74,205 ","$543,306 "
72,23-Mar-90,Pretty Woman,"$14,000,000 ","$178,406,268 ","$432,645,872 "
73,18-Sep-87,Fatal Attraction,"$14,000,000 ","$156,645,693 ","$320,100,000 "
74,12-Nov-08,Slumdog Millionaire,"$14,000,000 ","$141,330,703 ","$384,530,440 "
75,17-Dec-74,Towering Inferno,"$14,000,000 ","$116,000,000 ","$139,700,000 "
76,25-May-88,Crocodile Dundee 2,"$14,000,000 ","$109,306,210 ","$239,606,210 "
77,20-Dec-89,Born on the Fourth of July,"$14,000,000 ","$70,001,698 ","$70,001,698 "
78,1-Oct-93,Cool Runnings,"$14,000,000 ","$68,856,263 ","$155,056,263 "
79,12-Jan-07,Stomp the Yard,"$14,000,000 ","$61,356,221 ","$75,525,718 "
80,16-Jan-09,My Bloody Valentine,"$14,000,000 ","$51,545,952 ","$102,836,002 "
81,31-Aug-12,The Possession,"$14,000,000 ","$49,130,588 ","$82,925,064 "
82,22-Oct-82,First Blood,"$14,000,000 ","$47,212,904 ","$125,212,904 "
83,13-Jul-77,The Spy Who Loved Me,"$14,000,000 ","$46,800,000 ","$185,400,000 "
84,25-Sep-98,Urban Legend,"$14,000,000 ","$38,116,707 ","$72,571,864 "
85,9-Dec-81,Taps,"$14,000,000 ","$35,856,053 ","$35,856,053 "
86,24-Feb-12,Tyler Perry's Good Deeds,"$14,000,000 ","$35,025,791 ","$35,579,177 "
87,18-Jan-91,White Fang,"$14,000,000 ","$34,729,091 ","$34,729,091 "
88,21-Dec-88,Dangerous Liaisons,"$14,000,000 ","$34,700,000 ","$34,700,000 "
89,8-Oct-99,Superstar,"$14,000,000 ","$30,628,981 ","$30,628,981 "
90,13-Jan-12,The Iron Lady,"$14,000,000 ","$29,959,436 ","$115,592,104 "
91,23-Jul-93,Poetic Justice,"$14,000,000 ","$27,450,453 ","$27,450,453 "
92,4-Oct-02,Jonah: A VeggieTales Movie,"$14,000,000 ","$25,571,351 ","$25,608,779 "
93,8-Mar-02,All About the Benjamins,"$14,000,000 ","$25,482,931 ","$25,873,145 "
94,17-Jun-77,Exorcist II: The Heretic,"$14,000,000 ","$25,011,000 ","$25,011,000 "
95,12-Mar-10,Our Family Wedding,"$14,000,000 ","$20,255,281 ","$21,410,546 "
96,27-Oct-95,Vampire in Brooklyn,"$14,000,000 ","$19,637,147 ","$19,637,147 "
97,5-May-06,An American Haunting,"$14,000,000 ","$16,298,046 ","$30,443,277 "
98,22-Aug-03,My Boss's Daughter,"$14,000,000 ","$15,549,702 ","$15,549,702 "
99,7-Aug-09,A Perfect Getaway,"$14,000,000 ","$15,515,460 ","$22,815,460 "
100,25-Oct-96,Thinner,"$14,000,000 ","$15,171,475 ","$15,171,475 "
1,21-Aug-98,Dead Man on Campus,"$14,000,000 ","$15,064,948 ","$15,064,948 "
2,14-May-99,Tea with Mussolini,"$14,000,000 ","$14,395,874 ","$14,395,874 "
3,22-Jun-77,"New York, New York","$14,000,000 ","$13,800,000 ","$13,800,000 "
4,26-Apr-02,Jason X,"$14,000,000 ","$13,121,555 ","$16,951,798 "
5,13-May-94,Crooklyn,"$14,000,000 ","$13,024,170 ","$13,024,170 "
6,16-Mar-07,I Think I Love My Wife,"$14,000,000 ","$12,559,771 ","$13,205,411 "
7,20-Feb-15,Hot Tub Time Machine 2,"$14,000,000 ","$12,314,651 ","$12,826,644 "
8,17-Nov-06,Bobby,"$14,000,000 ","$11,242,801 ","$20,597,806 "
9,2-Feb-01,Head Over Heels,"$14,000,000 ","$10,397,365 ","$10,397,365 "
10,26-Oct-12,Fun Size,"$14,000,000 ","$9,409,538 ","$11,166,615 "
11,23-Apr-99,Lost and Found,"$14,000,000 ","$6,552,255 ","$6,552,255 "
12,30-Nov-07,Le Scaphandre et le Papillon,"$14,000,000 ","$5,990,075 ","$22,754,472 "
13,6-Oct-06,Little Children,"$14,000,000 ","$5,463,019 ","$14,121,177 "
14,21-Apr-00,Gossip,"$14,000,000 ","$5,108,820 ","$12,591,270 "
15,26-Mar-99,A Walk on the Moon,"$14,000,000 ","$4,741,987 ","$4,741,987 "
16,23-Oct-15,Suffragette,"$14,000,000 ","$4,702,420 ","$34,044,909 "
17,27-Oct-06,Catch a Fire,"$14,000,000 ","$4,299,773 ","$5,782,198 "
18,19-Dec-14,Mr. Turner,"$14,000,000 ","$3,958,546 ","$25,187,026 "
19,7-Sep-01,Soul Survivors,"$14,000,000 ","$3,100,650 ","$4,288,246 "
20,22-May-09,Easy Virtue,"$14,000,000 ","$2,656,784 ","$20,537,741 "
21,31-Mar-95,Jefferson in Paris,"$14,000,000 ","$2,461,628 ","$2,461,628 "
22,6-Aug-10,Flipped,"$14,000,000 ","$1,755,212 ","$4,289,993 "
23,1-Jan-78,Caravans,"$14,000,000 ","$1,000,000 ","$1,000,000 "
24,25-Jun-10,Les herbes folles,"$14,000,000 ","$403,952 ","$1,903,952 "
25,24-Jan-03,Amen,"$14,000,000 ","$274,299 ","$274,299 "
26,26-Sep-08,The Lucky Ones,"$14,000,000 ","$266,967 ","$266,967 "
27,30-Sep-11,Margaret,"$14,000,000 ","$47,185 ","$623,292 "
28,1-Nov-16,Reign of Assassins,"$14,000,000 ",$0 ,"$11,354,230 "
29,27-Oct-09,Stan Helsing: A Parody,"$14,000,000 ",$0 ,"$1,553,556 "
30,9-Dec-05,Brokeback Mountain,"$13,900,000 ","$83,043,761 ","$176,980,863 "
31,1-Jul-95,Clueless,"$13,700,000 ","$56,598,476 ","$56,598,476 "
32,31-Dec-08,Ca$h,"$13,700,000 ",$0 ,"$11,738,256 "
33,30-Mar-90,Teenage Mutant Ninja Turtles,"$13,500,000 ","$135,265,915 ","$202,000,000 "
34,5-Oct-56,The Ten Commandments,"$13,500,000 ","$85,400,591 ","$85,434,516 "
35,8-Nov-02,Far From Heaven,"$13,500,000 ","$15,901,849 ","$29,027,914 "
36,12-Oct-12,Seven Psychopaths,"$13,500,000 ","$15,024,049 ","$33,035,736 "
37,22-Nov-00,Quills,"$13,500,000 ","$7,060,876 ","$11,732,088 "
38,29-Jan-82,The Border,"$13,500,000 ","$6,118,683 ","$6,118,683 "
39,18-Feb-05,Der Untergang,"$13,500,000 ","$5,501,940 ","$93,631,744 "
40,2-Mar-01,The Caveman's Valentine,"$13,500,000 ","$687,081 ","$892,506 "
41,1-Apr-11,The Last Godfather,"$13,400,000 ","$164,247 ","$164,247 "
42,4-Apr-14,Under the Skin,"$13,300,000 ","$2,614,251 ","$7,229,933 "
43,17-Dec-04,Mar adentro,"$13,300,000 ","$2,086,345 ","$39,686,345 "
44,12-Sep-14,No Good Deed,"$13,200,000 ","$52,543,632 ","$54,323,210 "
45,23-Dec-87,Good Morning Vietnam,"$13,000,000 ","$123,922,370 ","$123,922,370 "
46,3-Dec-10,Black Swan,"$13,000,000 ","$106,954,678 ","$331,266,710 "
47,12-Jan-01,Save the Last Dance,"$13,000,000 ","$91,038,276 ","$122,244,329 "
48,11-Feb-11,Justin Bieber: Never Say Never,"$13,000,000 ","$73,013,910 ","$99,034,125 "
49,4-Jul-18,The First Purge,"$13,000,000 ","$69,488,745 ","$136,617,305 "
50,16-Mar-16,Miracles from Heaven,"$13,000,000 ","$61,705,123 ","$73,798,736 "
51,11-Feb-00,Snow Day,"$13,000,000 ","$60,008,303 ","$62,452,927 "
52,23-Jan-04,The Butterfly Effect,"$13,000,000 ","$57,924,679 ","$95,638,592 "
53,11-Dec-74,The Godfather: Part II,"$13,000,000 ","$57,300,000 ","$57,300,000 "
54,24-Jun-16,The Shallows,"$13,000,000 ","$55,121,623 ","$118,763,442 "
55,17-Jul-87,RoboCop,"$13,000,000 ","$53,424,681 ","$53,424,681 "
56,19-Aug-88,A Nightmare on Elm Street 4: The Dream Master,"$13,000,000 ","$49,369,899 ","$49,369,899 "
57,21-Nov-07,This Christmas,"$13,000,000 ","$49,121,934 ","$49,733,545 "
58,14-Feb-14,About Last Night,"$13,000,000 ","$48,637,684 ","$50,445,860 "
59,15-Dec-00,"Dude, Where's My Car?","$13,000,000 ","$46,729,374 ","$73,180,297 "
60,12-Aug-88,Young Guns,"$13,000,000 ","$44,726,644 ","$44,726,644 "
61,10-Oct-14,St. Vincent,"$13,000,000 ","$44,137,712 ","$54,837,234 "
62,2-Jul-14,Earth to Echo,"$13,000,000 ","$38,934,842 ","$42,174,545 "
63,31-Mar-99,10 Things I Hate About You,"$13,000,000 ","$38,177,966 ","$60,413,950 "
64,10-May-02,The New Guy,"$13,000,000 ","$28,972,187 ","$28,972,187 "
65,5-Feb-93,Loaded Weapon 1,"$13,000,000 ","$27,979,399 ","$27,979,399 "
66,12-Mar-99,Baby Geniuses,"$13,000,000 ","$27,151,490 ","$27,151,490 "
67,24-Apr-98,The Big Hit,"$13,000,000 ","$27,066,941 ","$27,066,941 "
68,9-Nov-90,Child's Play 2,"$13,000,000 ","$26,904,572 ","$34,166,572 "
69,10-Jul-96,Harriet the Spy,"$13,000,000 ","$26,570,048 ","$26,570,048 "
70,1-Mar-13,21 and Over,"$13,000,000 ","$25,682,380 ","$42,195,766 "
71,21-Nov-07,The Mist,"$13,000,000 ","$25,593,755 ","$57,189,408 "
72,10-Apr-15,Ex Machina,"$13,000,000 ","$25,440,971 ","$38,358,392 "
73,29-Oct-99,Being John Malkovich,"$13,000,000 ","$22,858,926 ","$32,382,381 "
74,7-Sep-01,Two Can Play That Game,"$13,000,000 ","$22,235,901 ","$22,391,450 "
75,11-Mar-16,Eye in the Sky,"$13,000,000 ","$18,704,596 ","$35,402,802 "
76,22-Mar-13,Admission,"$13,000,000 ","$18,007,317 ","$18,733,666 "
77,21-Sep-12,The Perks of Being a Wallflower,"$13,000,000 ","$17,742,948 ","$33,069,303 "
78,29-Jun-01,crazy/beautiful,"$13,000,000 ","$16,929,123 ","$19,929,123 "
79,28-Aug-98,54,"$13,000,000 ","$16,757,163 ","$16,757,163 "
80,16-Oct-15,Room,"$13,000,000 ","$14,677,674 ","$36,262,783 "
81,16-Oct-15,Woodlawn,"$13,000,000 ","$14,394,097 ","$14,403,703 "
82,20-Dec-06,Letters from Iwo Jima,"$13,000,000 ","$13,756,082 ","$67,867,998 "
83,29-May-09,MÃ¤n som hatar kvinnor,"$13,000,000 ","$12,749,992 ","$109,421,911 "
84,23-Feb-07,The Astronaut Farmer,"$13,000,000 ","$11,003,643 ","$11,141,213 "
85,12-Jun-98,Dirty Work,"$13,000,000 ","$10,020,081 ","$10,020,081 "
86,17-Jul-15,Bajrangi Bhaijaan,"$13,000,000 ","$8,178,001 ","$121,778,347 "
87,8-May-98,Woo,"$13,000,000 ","$8,064,972 ","$8,064,972 "
88,9-Sep-16,Robinson Crusoe,"$13,000,000 ","$8,005,586 ","$42,446,455 "
89,13-Apr-94,Serial Mom,"$13,000,000 ","$7,881,335 ","$7,881,335 "
90,4-Aug-99,Dick,"$13,000,000 ","$6,276,869 ","$6,276,869 "
91,10-Nov-99,Light It Up,"$13,000,000 ","$5,871,603 ","$5,871,603 "
92,24-Aug-01,Bubble Boy,"$13,000,000 ","$5,002,310 ","$5,002,310 "
